"","k2.cluster"
"151460003461",2
"151460003462",2
"151460003463",2
"151460003464",2
"151460003465",2
"151460003466",2
"151460003467",2
"151460003468",2
"151460003469",2
"151460003470",2
"151460003471",2
"151460003472",2
"151460003473",2
"151460003474",2
"151460003475",2
"151460003476",2
"151460003477",2
"151460003478",2
"151460003479",2
"151460003480",2
"151460003481",2
"151460003482",2
"151460003483",2
"151460003484",2
"151460003485",2
"151460003486",2
"151460003487",2
"151460003488",2
"151460003489",2
"151460003490",2
"151460003491",2
"151460003492",2
"151460003493",2
"151460003494",2
"151460003495",2
"151460003496",2
"151460003497",2
"151460003498",2
"151460003499",2
"151460003500",2
"151460003501",2
"151460003502",1
"151460003503",1
"151460003504",2
"151460003505",2
"151460003506",1
"151460003507",1
"151460003508",1
"151460003509",2
"151460003510",1
"151460003511",2
"151460003512",2
"151460003513",2
"151460003514",2
"151460003515",2
"151460003516",2
"151460003517",2
"151460003518",2
"151460003519",2
"151460003520",2
"151460003521",2
"151460003522",2
"151460003523",2
"151460003524",2
"151460003525",2
"151460003526",2
"151460003527",2
"151460003528",2
"151460003529",2
"151460003530",2
"151460003531",2
"151460003532",2
"151460003533",2
"151460003534",2
"151460003535",2
"151460003536",2
"151460003537",2
"151460003538",2
"151460003539",2
"151460003540",2
"151460003541",2
"151460003542",2
"151460003543",2
"151460003544",2
"151460003545",2
"151460003546",2
"151460003547",2
"151460003548",2
"151460003549",2
"151460003550",2
"151460003551",2
"151460003552",2
"151460003553",2
"151460003554",2
"151460003555",2
"151460003556",2
"151460003557",2
"151460003558",2
"151460003559",2
"151460003560",2
"151460003561",2
"151460003562",2
"151460003563",2
"151460003564",2
"151460003565",2
"151460003566",2
"151460003567",2
"151460003568",2
"151460003569",2
"151460003570",1
"151460003571",1
"151460003572",1
"151460003573",1
"151460003574",1
"151460003575",1
"151460003576",1
"151460003577",1
"151460003578",1
"151460003579",1
"151460003580",1
"151460003581",2
"151460003582",2
"151460003583",2
"151460003584",2
"151460003585",2
"151460003586",2
"151460003587",2
"151460003588",2
"151460003589",2
"151460003590",2
"151460003591",2
"151460003592",2
"151460003593",2
"151460003594",2
"151460003595",2
"151460003596",2
"151460003597",2
"151460003598",2
"151460003599",2
"151460003600",2
"151460003601",2
"151460003602",2
"151460003603",2
"151460003604",2
"151460003605",2
"151460003606",2
"151460003607",2
"151460003608",2
"151460003609",2
"151460003610",2
"151460003611",2
"151460003612",2
"151460003613",2
"151460003614",2
"151460003615",2
"151460003616",2
"151460003617",2
"151460003618",2
"151460003619",2
"151460003620",2
"151460003621",2
"151460003622",2
"151460003623",2
"151460003624",2
"151460003625",2
"151460003626",2
"151460003627",2
"151460003628",2
"151460003629",2
"151460003630",2
"151460003631",2
"151460003632",2
"151460003633",2
"151460003634",2
"151460003635",2
"151460003636",2
"151460003637",2
"151460003638",2
"151460003639",2
"151460003640",2
"151460003641",2
"151460003642",2
"151460003643",2
"151460003644",2
"151460003645",2
"151460003646",2
"151460003647",2
"151460003648",2
"151460003649",2
"151460003650",2
"151460003651",1
"151460003652",2
"151460003653",2
"151460003654",2
"151460003655",2
"151460003656",2
"151460003657",2
"151460003658",2
"151460003659",2
"151460003660",2
"151460003661",2
"151460003662",2
"151460003663",2
"151460003664",2
"151460003665",2
"151460003666",2
"151460003667",2
"151460003668",2
"151460003669",2
"151460003670",2
"151460003671",2
"151460003672",2
"151460003673",2
"151460003674",2
"151460003675",2
"151460003676",2
"151460003677",2
"151460003678",2
"151460003679",2
"151460003680",2
"151460003681",2
"151460003682",2
"151460003683",2
"151460003684",2
"151460003685",2
"151460003686",2
"151460003687",2
"151460003688",2
"151460003689",2
"151460003690",2
"151460003691",2
"151460003692",2
"151460003693",2
"151460003694",2
"151460003695",2
"151460003696",2
"151460003697",2
"151460003698",2
"151460003699",2
"151460003700",2
"151460003701",2
"151460003702",2
"151460003703",2
"151460003704",2
"151460003705",2
"151460003706",2
"151460003707",2
"151460003708",2
"151460003709",2
"151460003710",2
"151460003711",2
"151460003712",2
"151460003713",2
"151460003714",2
"151460003715",2
"151460003716",2
"151460003717",2
"151460003718",2
"151460003719",2
"151460003720",2
"151460003721",2
"151460003722",2
"151460003723",2
"151460003724",2
"151460003725",2
"151460003726",2
"151460003727",2
"151460003728",2
"151460003729",2
"151460003730",2
"151460003731",2
"151460003732",2
"151460003733",2
"151460003734",2
"151460003735",2
"151460003736",2
"151460003737",2
"151460003738",2
"151460003739",1
"151460003741",2
"151460003742",2
"151460003743",2
"151460003744",2
"151460003746",1
"151460003747",1
"151460003748",1
"151460003749",1
"151460003750",1
"151460003751",1
"151460003752",1
"151460003753",1
"151460003754",2
"151460003755",2
"151460003756",2
"151460003757",2
"151460003758",2
"151460003759",2
"151460003760",2
"151460003761",2
"151460003762",2
"151460003763",2
"151460003764",2
"151460003765",2
"151460003766",2
"151460003767",2
"151460003768",2
"151460003769",2
"151460003770",2
"151460003771",2
"151460003772",2
"151460003773",2
"151460003774",2
"151460003775",2
"151460003776",2
"151460003777",2
"151460003778",2
"151460003779",2
"151460003780",2
"151460003781",2
"151460003782",2
"151460003783",2
"151460003784",2
"151460003785",2
"151460003786",2
"151460003787",2
"151460003788",2
"151460003789",2
"151460003790",2
"151460003791",2
"151460003792",2
"151460003793",2
"151460003794",2
"151460003795",2
"151460003796",2
"151460003797",2
"151460003798",2
"151460003799",2
"151460003800",2
"151460003801",2
"151460003802",2
"151460003803",2
"151460003804",2
"151460003805",2
"151460003806",2
"151460003807",2
"151460003808",2
"151460003809",2
"151460003810",2
"151460003811",2
"151460003812",2
"151460003813",2
"151460003814",2
"151460003815",2
"151460003816",2
"151460003817",2
"151460003818",2
"151460003819",2
"151460003820",2
"151460003821",2
"151460003822",2
"151460003823",2
"151460003824",2
"151460003825",2
"151460003826",2
"151460003827",2
"151460003828",2
"151460003829",2
"151460003830",2
"151460003831",2
"151460003832",2
"151460003833",2
"151460003834",2
"151460003835",2
"151460003836",2
"151460003837",2
"151460003838",2
"151460003839",2
"151460003840",2
"151460003841",2
"151460003842",1
"151460003843",1
"151460003844",2
"151460003845",2
"151460003846",2
"151460003847",1
"151460003848",1
"151460003849",1
"151460003850",2
"151460003851",1
"151460003852",1
"151460003853",1
"151460003854",1
"151460003855",1
"151460003856",2
"151460003857",2
"151460003858",2
"151460003859",2
"151460003860",2
"151460003861",2
"151460003862",2
"151460003863",1
"151460003864",1
"151460003865",2
"151460003866",2
"151460003867",2
"151460003868",2
"151460003869",2
"151460003870",2
"151460003871",2
"151460003872",2
"151460003873",2
"151460003874",2
"151460003875",2
"151460003876",2
"151460003877",2
"151460003878",2
"151460003879",2
"151460003880",2
"151460003881",2
"151460003882",2
"151460003883",2
"151460003884",2
"151460003885",2
"151460003886",2
"151460003887",2
"151460003888",2
"151460003889",2
"151460003890",2
"151460003891",2
"151460003892",2
"151460003893",2
"151460003894",2
"151460003895",2
"151460003896",2
"151460003897",2
"151460003898",2
"151460003899",2
"151460003900",2
"151460003901",2
"151460003902",2
"151460003903",2
"151460003904",2
"151460003905",2
"151460003906",2
"151460003907",2
"151460003908",2
"151460003909",2
"151460003910",2
"151460003911",2
"151460003912",2
"151460003913",2
"151460003914",2
"151460003915",2
"151460003916",2
"151460003917",2
"151460003918",2
"151460003919",1
"151460003920",1
"151460003921",2
"151460003922",2
"151460003923",2
"151460003924",2
"151460003925",2
"151460003926",2
"151460003927",2
"151460003928",1
"151460003929",1
"151460003930",1
"151460003931",1
"151460003932",2
"151460003933",2
"151460003934",1
"151460003935",1
"151460003936",1
"151460003937",1
"151460003938",1
"151460003939",2
"151460003940",2
"151460003941",2
"151460003942",2
"151460003943",2
"151460003944",2
"151460003945",2
"151460003946",2
"151460003947",2
"151460003948",2
"151460003949",2
"151460003950",2
"151460003951",2
"151460003952",2
"151460003953",2
"151460003954",2
"151460003955",2
"151460003956",2
"151460003957",2
"151460003958",2
"151460003959",2
"151460003960",2
"151460003961",2
"151460003962",2
"151460003963",2
"151460003964",2
"151460003965",2
"151460003966",2
"151460003967",2
"151460003968",2
"151460003969",2
"151460003970",2
"151460003971",2
"151460003972",2
"151460003973",2
"151460003974",2
"151460003975",2
"151460003976",2
"151460003977",2
"151460003978",1
"151460003979",2
"151460003980",2
"151460003981",2
"151460003982",2
"151460003983",2
"151460003984",2
"151460003985",2
"151460003986",2
"151460003987",2
"151460003988",2
"151460003989",2
"151460003990",2
"151460003991",2
"151460003992",2
"151460003993",2
"151460003994",2
"151460003995",2
"151460003996",2
"151460003997",2
"151460003998",2
"151460003999",2
"151460004000",2
"151460004001",2
"151460004002",2
"151460004003",2
"151460004004",2
"151460004005",2
"151460004006",2
"151460004007",2
"151460004008",2
"151460004009",2
"151460004010",2
"151460004011",2
"151460004012",2
"151460004013",2
"151460004014",2
"151460004015",2
"151460004016",2
"151460004017",2
"151460004018",2
"151460004019",2
"151460004020",2
"151460004021",2
"151460004022",2
"151460004023",2
"151460004024",2
"151460004025",2
"151460004026",2
"151460004027",2
"151460004028",2
"151460004029",2
"151460004030",2
"151460004031",2
"151460004032",2
"151460004033",2
"151460004034",2
"151460004035",2
"151460004036",2
"151460004037",2
"151460004038",2
"151460004039",2
"151460004040",2
"151460004041",2
"151460004042",2
"151460004043",2
"151460004044",2
"151460004045",2
"151460004046",2
"151460004047",2
"151460004048",2
"151460004049",2
"151460004050",2
"151460004051",2
"151460004052",2
"151460004053",2
"151460004054",2
"151460004055",2
"151460004056",2
"151460004057",2
"151460004058",2
"151460004059",2
"151460004060",2
"151460004061",2
"151460004062",2
"151460004063",2
"151460004064",2
"151460004065",2
"151460004066",2
"151460004067",2
"151460004068",2
"151460004069",2
"151460004070",2
"151460004071",2
"151460004072",2
"151460004073",2
"151460004074",2
"151460004075",2
"151460004076",2
"151460004077",2
"151460004078",2
"151460004079",2
"151460004080",2
"151460004081",2
"151460004082",2
"151460004083",2
"151460004084",2
"151460004085",2
"151460004086",2
"151460004087",2
"151460004088",2
"151460004089",2
"151460004090",2
"151460004091",2
"151460004092",2
"151460004093",2
"151460004094",2
"151460004095",2
"151460004096",2
"151460004097",2
"151460004098",2
"151460004099",2
"151460004100",2
"151460004101",2
"151460004102",2
"151460004103",2
"151460004104",2
"151460004105",2
"151460004106",2
"151460004107",2
"151460004108",2
"151460004109",2
"151460004110",2
"151460004111",2
"151460004112",2
"151460004113",2
"151460004114",2
"151460004115",2
"151460004116",2
"151460004117",2
"151460004118",2
"151460004119",2
"151460004120",1
"151460004121",2
"151460004122",2
"151460004123",2
"151460004124",2
"151460004125",2
"151460004126",2
"151460004127",2
"151460004128",2
"151460004129",2
"151460004130",2
"151460004131",2
"151460004132",2
"151460004133",2
"151460004134",2
"151460004135",2
"151460004136",2
"151460004137",2
"151460004138",2
"151460004139",2
"151460004140",2
"151460004141",2
"151460004142",2
"151460004143",2
"151460004144",2
"151460004145",2
"151460004146",2
"151460004147",2
"151460004148",2
"151460004149",2
"151460004150",2
"151460004151",2
"151460004152",1
"151460004153",1
"151460004154",1
"151460004155",1
"151460004156",1
"151460004157",1
"151460004158",1
"151460004159",1
"151460004160",1
"151460004161",1
"151460004162",1
"151460004163",1
"151460004164",1
"151460004165",1
"151460004166",1
"151460004167",1
"151460004168",1
"151460004169",1
"151460004170",2
"151460004171",2
"151460004172",2
"151460004173",1
"151460004174",1
"151460004175",2
"151460004176",2
"151460004177",2
"151460004178",2
"151460004179",2
"151460004180",2
"151460004181",2
"151460004182",2
"151460004183",2
"151460004184",2
"151460004185",2
"151460004186",2
"151460004187",2
"151460004188",2
"151460004189",2
"151460004190",2
"151460004191",2
"151460004192",2
"151460004193",2
"151460004194",1
"151460004195",2
"151460004196",2
"151460004197",2
"151460004198",2
"151460004199",2
"151460004200",2
"151460004201",2
"151460004202",2
"151460004203",2
"151460004204",2
"151460004205",2
"151460004206",2
"151460004207",2
"151460004208",2
"151460004209",2
"151460004210",2
"151460004211",2
"151460004212",2
"151460004213",2
"151460004214",2
"151460004215",2
"151460004216",2
"151460004217",2
"151460004218",2
"151460004219",2
"151460004220",2
"151460004221",2
"151460004222",2
"151460004223",2
"151460004224",2
"151460004227",2
"151460004228",2
"151460004229",2
"151460004230",2
"151460004231",2
"151460004232",2
"151460004233",2
"151460004235",2
"151460004236",2
"151460004237",2
"151460004238",2
"151460004239",2
"151460004240",2
"151460004241",2
"151460004242",2
"151460004243",2
"151460004244",2
"151460004245",2
"151460004246",1
"151460004247",1
"151460004248",1
"151460004249",2
"151460004250",2
"151460004251",2
"151460004252",2
"151460004253",2
"151460004254",2
"151460004255",2
"151460004256",2
"151460004257",2
"151460004258",2
"151460004259",2
"151460004260",2
"151460004261",2
"151460004262",2
"151460004263",2
"151460004264",2
"151460004265",2
"151460004266",2
"151460004267",2
"151460004268",2
"151460004269",2
"151460004270",2
"151460004271",2
"151460004272",2
"151460004273",2
"151460004274",2
"151460004275",2
"151460004276",2
"151460004277",2
"151460004278",2
"151460004279",2
"151460004280",2
"151460004281",2
"151460004282",2
"151460004283",2
"151460004284",2
"151460004285",2
"151460004286",2
"151460004287",2
"151460004288",2
"151460004289",2
"151460004290",2
"151460004291",2
"151460004292",2
"151460004293",2
"151460004294",2
"151460004295",2
"151460004296",2
"151460004297",2
"151460004298",2
"151460004299",2
"151460004300",2
"151460004301",2
"151460004302",2
"151460004303",2
"151460004304",2
"151460004305",2
"151460004306",2
"151460004307",2
"151460004308",2
"151460004309",2
"151460004310",2
"151460004311",2
"151460004312",2
"151460004313",2
"151460004314",2
"151460004315",2
"151460004316",2
"151460004317",2
"151460004318",2
"151460004319",2
"151460004320",2
"151460004321",2
"151460004322",2
"151460004323",2
"151460004324",2
"151460004325",2
"151460004326",2
"151460004327",2
"151460004328",2
"151460004329",2
"151460004330",2
"151460004331",2
"151460004332",2
"151460004333",2
"151460004334",2
"151460004335",2
"151460004336",2
"151460004337",2
"151460004338",2
"151460004339",2
"151460004340",2
"151460004341",2
"151460004342",2
"151460004343",2
"151460004344",2
"151460004345",2
"151460004346",2
"151460004347",2
"151460004348",2
"151460004349",2
"151460004350",2
"151460004351",2
"151460004352",2
"151460004353",2
"151460004354",2
"151460004355",2
"151460004356",2
"151460004357",2
"151460004358",2
"151460004359",2
"151460004360",2
"151460004361",2
"151460004362",2
"151460004363",2
"151460004364",2
"151460004365",2
"151460004366",2
"151460004367",2
"151460004368",2
"151460004369",2
"151460004370",2
"151460004371",2
"151460004372",2
"151460004373",2
"151460004374",2
"151460004375",2
"151460004376",2
"151460004377",2
"151460004378",2
"151460004379",2
"151460004380",2
"151460004381",2
"151460004382",2
"151460004383",2
"151460004384",2
"151460004385",2
"151460004386",2
"151460004387",2
"151460004388",2
"151460004389",2
"151460004390",2
"151460004391",2
"151460004392",2
"151460004393",2
"151460004394",2
"151460004395",2
"151460004396",2
"151460004397",2
"151460004398",2
"151460004399",2
"151460004400",2
"151460004401",2
"151460004402",2
"151460004403",2
"151460004404",2
"151460004405",2
"151460004406",2
"151460004407",2
"151460004408",1
"151460004409",1
"151460004410",1
"151460004411",1
"151460004412",1
"151460004413",2
"151460004414",2
"151460004415",1
"151460004416",1
"151460004417",1
"151460004418",1
"151460004419",2
"151460004420",2
"151460004421",2
"151460004422",2
"151460004423",2
"151460004424",2
"151460004425",2
"151460004426",1
"151460004427",1
"151460004428",1
"151460004429",1
"151460004430",1
"151460004431",2
"151460004432",2
"151460004433",1
"151460004434",1
"151460004435",2
"151460004436",2
"151460004437",2
"151460004438",2
"151460004439",2
"151460004440",2
"151460004441",2
"151460004442",2
"151460004443",2
"151460004444",2
"151460004445",2
"151460004446",2
"151460004447",2
"151460004448",1
"151460004449",2
"151460004450",2
"151460004451",2
"151460004452",2
"151460004453",2
"151460004454",2
"151460004455",2
"151460004456",2
"151460004457",2
"151460004458",2
"151460004459",2
"151460004460",1
"151460004461",2
"151460004462",1
"151460004463",1
"151460004464",1
"151460004465",1
"151460004466",1
"151460004467",2
"151460004468",1
"151460004469",2
"151460004470",2
"151460004471",2
"151460004472",2
"151460004473",2
"151460004474",2
"151460004475",2
"151460004476",1
"151460004477",2
"151460004478",2
"151460004479",2
"151460004480",2
"151460004481",2
"151460004482",2
"151460004483",2
"151460004484",2
"151460004485",2
"151460004486",2
"151460004487",2
"151460004488",2
"151460004489",2
"151460004490",2
"151460004491",2
"151460004492",2
"151460004493",2
"151460004494",2
"151460004495",2
"151460004496",1
"151460004497",1
"151460004498",1
"151460004499",1
"151460004500",1
"151460004501",1
"151460004502",1
"151460004503",2
"151460004504",2
"151460004505",1
"151460004506",2
"151460004507",2
"151460004508",1
"151460004509",2
"151460004510",2
"151460004511",2
"151460004512",2
"151460004513",1
"151460004514",2
"151460004515",2
"151460004516",2
"151460004517",2
"151460004518",2
"151460004519",2
"151460004520",1
"151460004521",2
"151460004522",1
"151460004523",1
"151460004524",2
"151460004525",2
"151460004526",1
"151460004527",1
"151460004528",1
"151460004529",1
"151460004530",1
"151460004531",1
"151460004532",1
"151460004533",1
"151460004534",1
"151460004535",1
"151460004536",1
"151460004537",1
"151460004538",1
"151460004539",1
"151460004540",1
"151460004541",1
"151460004542",1
"151460004543",1
"151460004544",1
"151460004545",1
"151460004546",1
"151460004547",1
"151460004548",1
"151460004549",2
"151460004550",2
"151460004551",2
"151460004552",2
"151460004553",2
"151460004554",2
"151460004555",1
"151460004556",1
"151460004557",1
"151460004558",2
"151460004559",1
"151460004560",2
"151460004561",2
"151460004562",2
"151460004563",2
"151460004564",2
"151460004565",2
"151460004566",2
"151460004567",2
"151460004568",2
"151460004569",2
"151460004570",2
"151460004571",2
"151460004572",1
"151460004573",2
"151460004574",2
"151460004575",2
"151460004576",2
"151460004577",2
"151460004578",2
"151460004579",2
"151460004580",2
"151460004581",2
"151460004582",2
"151460004583",2
"151460004584",2
"151460004585",2
"151460004586",2
"151460004587",2
"151460004588",2
"151460004589",2
"151460004590",2
"151460004591",2
"151460004592",2
"151460004593",2
"151460004594",2
"151460004595",2
"151460004596",2
"151460004597",2
"151460004598",2
"151460004599",2
"151460004600",2
"151460004601",2
"151460004602",2
"151460004603",2
"151460004604",2
"151460004605",2
"151460004606",2
"151460004607",2
"151460004608",2
"151460004609",2
"151460004610",2
"151460004611",2
"151460004612",2
"151460004613",2
"151460004614",2
"151460004615",2
"151460004616",2
"151460004617",2
"151460004618",2
"151460004619",2
"151460004620",2
"151460004621",2
"151460004622",2
"151460004623",2
"151460004624",2
"151460004625",2
"151460004626",2
"151460004627",2
"151460004628",2
"151460004629",2
"151460004630",1
"151460004631",2
"151460004632",2
"151460004633",2
"151460004634",2
"151460004635",1
"151460004636",2
"151460004637",2
"151460004638",2
"151460004639",2
"151460004640",2
"151460004641",2
"151460004642",2
"151460004643",2
"151460004644",2
"151460004645",2
"151460004646",2
"151460004647",2
"151460004648",2
"151460004649",2
"151460004650",2
"151460004651",2
"151460004652",2
"151460004653",2
"151460004654",2
"151460004655",2
"151460004656",2
"151460004657",2
"151460004658",2
"151460004659",2
"151460004660",2
"151460004661",2
"151460004662",2
"151460004663",2
"151460004664",2
"151460004665",2
"151460004666",2
"151460004667",2
"151460004668",2
"151460004669",2
"151460004670",1
"151460004671",2
"151460004672",2
"151460004673",2
"151460004674",2
"151460004675",2
"151460004676",2
"151460004677",2
"151460004678",2
"151460004679",2
"151460004680",2
"151460004681",2
"151460004682",1
"151460004683",1
"151460004684",1
"151460004685",1
"151460004686",1
"151460004687",1
"151460004688",1
"151460004689",1
"151460004690",1
"151460004691",1
"151460004692",1
"151460004693",1
"151460004694",1
"151460004695",1
"151460004696",1
"151460004697",1
"151460004698",1
"151460004699",2
"151460004700",1
"151460004701",1
"151460004702",1
"151460004703",1
"151460004704",1
"151460004705",1
"151460004706",1
"151460004707",1
"151460004708",1
"151460004709",1
"151460004710",1
"151460004711",2
"151460004712",2
"151460004713",2
"151460004714",2
"151460004715",2
"151460004716",1
"151460004717",1
"151460004718",1
"151460004719",2
"151460004720",2
"151460004721",1
"151460004722",1
"151460004723",1
"151460004724",1
"151460004725",1
"151460004726",1
"151460004727",1
"151460004728",1
"151460004729",1
"151460004730",1
"151460004731",1
"151460004732",1
"151460004733",1
"151460004734",1
"151460004735",1
"151460004736",1
"151460004737",2
"151460004738",2
"151460004739",2
"151460004740",2
"151460004741",2
"151460004742",2
"151460004743",2
"151460004744",2
"151460004745",2
"151460004746",2
"151460004747",2
"151460004748",2
"151460004749",2
"151460004750",1
"151460004751",1
"151460004752",1
"151460004753",2
"151460004754",2
"151460004755",2
"151460004756",2
"151460004757",2
"151460004758",1
"151460004759",2
"151460004760",2
"151460004761",2
"151460004762",2
"151460004763",2
"151460004764",2
"151460004765",2
"151460004766",2
"151460004767",2
"151460004768",2
"151460004769",2
"151460004770",2
"151460004771",2
"151460004772",2
"151460004773",2
"151460004774",2
"151460004775",2
"151460004776",2
"151460004777",2
"151460004778",2
"151460004779",2
"151460004780",2
"151460004781",2
"151460004782",2
"151460004783",2
"151460004784",2
"151460004785",2
"151460004786",2
"151460004787",2
"151460004788",2
"151460004789",2
"151460004790",2
"151460004791",2
"151460004792",2
"151460004793",2
"151460004794",2
"151460004795",2
"151460004796",2
"151460004797",2
"151460004798",2
"151460004799",2
"151460004800",2
"151460004801",2
"151460004802",2
"151460004803",2
"151460004804",2
"151460004805",2
"151460004806",2
"151460004807",2
"151460004808",2
"151460004809",2
"151460004810",2
"151460004811",2
"151460004812",2
"151460004813",2
"151460004814",2
"151460004815",2
"151460004816",2
"151460004817",2
"151460004818",2
"151460004819",2
"151460004820",2
"151460004821",2
"151460004822",2
"151460004823",2
"151460004824",2
"151460004825",2
"151460004826",2
"151460004827",2
"151460004828",2
"151460004829",2
"151460004830",2
"151460004831",2
"151460004832",2
"151460004833",2
"151460004834",2
"151460004835",2
"151460004836",2
"151460004837",2
"151460004838",2
"151460004839",2
"151460004840",2
"151460004841",2
"151460004842",2
"151460004843",2
"151460004844",2
"151460004845",2
"151460004846",2
"151460004847",2
"151460004848",2
"151460004849",2
"151460004850",2
"151460004851",2
"151460004852",2
"151460004853",2
"151460004854",2
"151460004855",2
"151460004856",2
"151460004857",2
"151460004858",2
"151460004859",2
"151460004860",2
"151460004861",2
"151460004862",2
"151460004863",2
"151460004864",2
"151460004865",2
"151460004866",2
"151460004867",2
"151460004868",2
"151460004869",2
"151460004870",2
"151460004871",2
"151460004872",2
"151460004873",2
"151460004874",2
"151460004875",2
"151460004876",2
"151460004877",2
"151460004878",2
"151460004879",2
"151460004880",2
"151460004881",2
"151460004882",2
"151460004883",2
"151460004884",2
"151460004885",2
"151460004886",2
"151460004887",2
"151460004888",2
"151460004889",2
"151460004890",2
"151460004891",2
"151460004892",2
"151460004893",2
"151460004894",2
"151460004895",2
"151460004896",2
"151460004897",2
"151460004898",2
"151460004899",2
"151460004900",2
"151460004901",2
"151460004902",2
"151460004903",2
"151460004904",2
"151460004905",2
"151460004906",2
"151460004907",2
"151460004908",2
"151460004909",2
"151460004910",2
"151460004911",2
"151460004912",2
"151460004913",2
"151460004914",2
"151460004915",2
"151460004916",2
"151460004917",1
"151460004918",2
"151460004919",2
"151460004920",1
"151460004921",2
"151460004922",1
"151460004923",1
"151460004924",2
"151460004925",2
"151460004926",2
"151460004927",2
"151460004928",2
"151460004929",2
"151460004930",2
"151460004931",2
"151460004932",2
"151460004933",2
"151460004934",2
"151460004935",2
"151460004936",2
"151460004937",2
"151460004938",2
"151460004939",2
"151460004940",2
"151460004941",2
"151460004942",2
"151460004943",2
"151460004944",2
"151460004945",2
"151460004946",2
"151460004947",2
"151460004948",2
"151460004949",2
"151460004950",1
"151460004951",1
"151460004952",2
"151460004953",2
"151460004954",2
"151460004955",2
"151460004956",1
"151460004957",1
"151460004958",1
"151460004959",1
"151460004960",1
"151460004961",1
"151460004962",1
"151460004963",1
"151460004964",1
"151460004965",1
"151460004966",1
"151460004967",1
"151460004968",2
"151460004969",1
"151460004970",1
"151460004971",2
"151460004972",1
"151460004973",2
"151460004974",2
"151460004975",2
"151460004976",1
"151460004977",1
"151460004978",1
"151460004979",1
"151460004980",1
"151460004981",1
"151460004982",1
"151460004983",2
"151460004984",2
"151460004985",2
"151460004986",2
"151460004987",2
"151460004988",2
"151460004989",2
"151460004990",2
"151460004991",2
"151460004992",2
"151460004993",2
"151460004994",2
"151460004995",2
"151460004996",2
"151460004997",2
"151460004998",2
"151460004999",2
"151460005000",2
"151460005001",2
"151460005002",2
"151460005003",2
"151460005004",1
"151460005005",2
"151460005006",1
"151460005007",1
"151460005008",1
"151460005009",2
"151460005010",2
"151460005011",1
"151460005012",1
"151460005013",1
"151460005014",1
"151460005015",2
"151460005016",1
"151460005017",1
"151460005018",1
"151460005019",1
"151460005020",1
"151460005021",2
"151460005022",2
"151460005023",2
"151460005024",2
"151460005025",2
"151460005026",2
"151460005027",2
"151460005028",2
"151460005029",2
"151460005030",2
"151460005031",2
"151460005032",2
"151460005033",2
"151460005034",2
"151460005035",2
"151460005036",2
"151460005037",2
"151460005038",2
"151460005039",2
"151460005040",2
"151460005041",2
"151460005042",2
"151460005043",2
"151460005044",2
"151460005045",2
"151460005046",2
"151460005047",2
"151460005048",2
"151460005049",2
"151460005050",2
"151460005051",2
"151460005052",2
"151460005053",2
"151460005054",2
"151460005055",2
"151460005056",2
"151460005057",2
"151460005058",2
"151460005059",2
"151460005060",2
"151460005061",2
"151460005062",2
"151460005063",2
"151460005064",2
"151460005065",2
"151460005066",2
"151460005067",2
"151460005068",2
"151460005069",1
"151460005070",2
"151460005071",2
"151460005072",2
"151460005073",2
"151460005074",2
"151460005075",2
"151460005076",2
"151460005077",2
"151460005078",2
"151460005079",2
"151460005080",2
"151460005081",2
"151460005082",2
"151460005083",2
"151460005084",2
"151460005085",2
"151460005086",2
"151460005087",2
"151460005088",2
"151460005089",2
"151460005090",2
"151460005091",2
"151460005092",2
"151460005093",2
"151460005094",2
"151460005095",2
"151460005096",2
"151460005097",2
"151460005098",2
"151460005099",1
"151460005100",1
"151460005101",1
"151460005102",2
"151460005103",2
"151460005104",2
"151460005105",2
"151460005106",2
"151460005107",2
"151460005108",2
"151460005109",2
"151460005110",2
"151460005111",2
"151460005112",2
"151460005113",2
"151460005114",2
"151460005115",2
"151460005116",2
"151460005117",2
"151460005118",1
"151460005119",2
"151460005120",2
"151460005121",2
"151460005122",2
"151460005123",2
"151460005124",2
"151460005125",2
"151460005126",1
"151460005127",1
"151460005128",1
"151460005129",1
"151460005130",1
"151460005131",1
"151460005132",1
"151460005133",2
"151460005134",1
"151460005135",1
"151460005136",1
"151460005137",1
"151460005138",1
"151460005139",2
"151460005140",1
"151460005141",1
"151460005142",1
"151460005143",1
"151460005144",1
"151460005145",1
"151460005146",1
"151460005147",1
"151460005148",1
"151460005149",1
"151460005150",1
"151460005151",1
"151460005152",1
"151460005153",1
"151460005154",1
"151460005155",2
"151460005156",1
"151460005157",1
"151460005158",2
"151460005159",2
"151460005160",1
"151460005161",2
"151460005162",2
"151460005163",2
"151460005164",2
"151460005165",2
"151460005166",2
"151460005167",2
"151460005168",2
"151460005169",1
"151460005170",2
"151460005171",2
"151460005172",2
"151460005173",1
"151460005174",1
"151460005175",1
"151460005176",1
"151460005177",1
"151460005178",1
"151460005179",1
"151460005180",1
"151460005181",1
"151460005182",1
"151460005183",1
"151460005184",1
"151460005185",1
"151460005186",2
"151460005187",2
"151460005188",2
"151460005189",2
"151460005190",2
"151460005191",2
"151460005192",2
"151460005193",2
"151460005194",2
"151460005195",2
"151460005196",2
"151460005197",2
"151460005198",2
"151460005199",2
"151460005200",2
"151460005201",2
"151460005202",2
"151460005203",1
"151460005204",2
"151460005205",2
"151460005206",2
"151460005207",2
"151460005208",2
"151460005209",2
"151460005210",2
"151460005211",2
"151460005212",2
"151460005213",2
